audio,text
common_voice_vi_24125618.mp3,A hồi cảm thấy mình dễ chịu dường nào
common_voice_vi_23932987.mp3,"Yêu nhau xa cũng nên gần, ghét nhau cách một bàn chân cũng lìa"
common_voice_vi_22750202.mp3,Bà tâm đau khổ nhìn con rồi lắc đầu
common_voice_vi_24425716.mp3,Nhận bao khó nhọc
common_voice_vi_24388770.mp3,Là của mùa thu cũ
common_voice_vi_23926716.mp3,Phía trên bàn thờ chính giữa
common_voice_vi_25132225.mp3,Cao lên mỗi ngày.
common_voice_vi_24124176.mp3,Ông liệu mà vừa phải thôi không có khéo
common_voice_vi_28551675.mp3,Cứ ở trong nhà mà nghĩ về Quân khiến Trinh chẳng làm được gì
common_voice_vi_24455743.mp3,Có điều tôi nhắc các vị
common_voice_vi_23926717.mp3,Đừng có mà chỉ lung tung Còn tao không có thích đâu
common_voice_vi_42788083.mp3,Ăn ba hột dằn bụng rồi di
common_voice_vi_23930786.mp3,Dẫu mỗi chiếc ở một bên phải trái
common_voice_vi_23901300.mp3,Con sợ lắm
common_voice_vi_24456152.mp3,còn người thì chắc là đưa đi rồi
common_voice_vi_24171871.mp3,Tâm hòa chìm kết quả đến say mê...
common_voice_vi_23930602.mp3,Cô bé bị bệnh thập tử nhất
common_voice_vi_23926926.mp3,Nói không tin thì không phải
common_voice_vi_23926787.mp3,Và phải nhớ kỹ là không bao giờ được bỏ bê nó
common_voice_vi_24298084.mp3,Còn được mấy rất nhiều bánh kẹo
common_voice_vi_23423364.mp3,Những bài thơ hay về các loài cây cho bé mầm non
common_voice_vi_28540797.mp3,Tháng mười qua theo tờ lịch dần rơi
common_voice_vi_24124164.mp3,Nhìn vào bên trong hả hơi giật mình
common_voice_vi_25267693.mp3,mẹ lấy một chiếc khăn mát ốp lên mặt
common_voice_vi_23988890.mp3,Hay Cái Thảo nó giữ hả bố
common_voice_vi_24144113.mp3,Chinh thay váy ngủ rồi đi sang phòng thờ
common_voice_vi_25226524.mp3,Lúc đó sẽ giải quyết được cái cảnh chán chông của mày bây giờ
common_voice_vi_24124231.mp3,Đến giờ cho con ăn rồi mày ngồi đây đợi tao một lát nhá
common_voice_vi_24121617.mp3,Đôi Bàn Tay của Cô khẽ vuốt cái bình thủy tinh thủy rồi nói
common_voice_vi_24121529.mp3,Tiếp tục theo bước chân của Hà đi sang phòng bên cạnh
common_voice_vi_23933078.mp3,Anh ngỏ lời yêu em
common_voice_vi_42788694.mp3,Hà khẽ rùng mình trước câu hỏi của Chinh
common_voice_vi_41912733.mp3,Nhưng anh chàng đã kịp phóng qua hàng rào
common_voice_vi_23925114.mp3,Nghe truyện thật là thú vị xin chân thành cảm ơn
common_voice_vi_30946618.mp3,Vợ tôi cũng bị một chiếc xe như vậy
common_voice_vi_24012742.mp3,em tính chạy xuống giường ra ngoài xem mẹ đi đâu
common_voice_vi_25154521.mp3,Cách đó vài tháng
common_voice_vi_25217933.mp3,Tiếp tục theo bước chân của Hà đi sang phòng bên cạnh
common_voice_vi_24304475.mp3,Mày mà bỏ tao thì tao biết phải làm sao
common_voice_vi_24298814.mp3,Trống làng nào làng ấy đánh.
common_voice_vi_25154510.mp3,Họ cùng cười nói vui vẻ
common_voice_vi_24331618.mp3,"Một mùa thu trước, mỗi hoàng hôn"
common_voice_vi_24318080.mp3,Anh ở lại đây với em đi một đêm thôi cũng được
common_voice_vi_24142043.mp3,Điện ảnh
common_voice_vi_30237205.mp3,Nhớ hai ta và mối tình ngày ấy
common_voice_vi_27640660.mp3,Nếu không đưa anh ta lên thì đừng hòng sống với tao
common_voice_vi_24455792.mp3,Làm cho em tỉnh
common_voice_vi_23926816.mp3,In bóng nhau vờn luân điệu vũ
common_voice_vi_24012732.mp3,Nhiều hoa vắng mặt
common_voice_vi_31450094.mp3,Để mùa Thu giận dỗi thoáng mưa buồn!
common_voice_vi_24122212.mp3,"Em xích gần thêm một chút, anh hờn"
common_voice_vi_24142512.mp3,Anh đã
common_voice_vi_24172455.mp3,Đối với anh Cuộc sống lúc này đây không còn ý nghĩa gì nữa
common_voice_vi_42788137.mp3,Hoàng thượng ân tứ cho người có công mười lạng vàng
common_voice_vi_25132366.mp3,Cô bé bị bệnh thập tử nhất
common_voice_vi_23926843.mp3,Tao với mày chơi với nhau từ hồi còn mẫu giáo tới giờ
common_voice_vi_27768856.mp3,Tháng mười một chiếc khăn như bóng rợp
common_voice_vi_21833307.mp3,Đúng rồi Gần đây tôi thấy có gì đó lạ lắm
common_voice_vi_24124571.mp3,Chinh cũng lái xe cho đến quân không được cô về
common_voice_vi_22402411.mp3,Nó còn bảo là hôm nay nó muốn con đưa đi chơi cùng
common_voice_vi_23989267.mp3,Cô cũng Không Cảm nhận được nó đang ở bên cạnh mình không nữa
common_voice_vi_22493635.mp3,Như mẹ chúng ta
common_voice_vi_24255751.mp3,Mày đừng về tìm tao nữa có được
common_voice_vi_24467922.mp3,Sao Cái Thảo nó không về nhà mà cứ ở đó hả bà
common_voice_vi_24174282.mp3,Tội gót chân qua
common_voice_vi_23926695.mp3,rồi kiểm tra người em xem có bị thương gì không
common_voice_vi_27618803.mp3,Tháng mười tháng mười đấy.
common_voice_vi_25132891.mp3,Vậy là chuyện bà ấy nói là không có thật
common_voice_vi_24274647.mp3,Nên tuy thương tích khá nhiều khắp người
common_voice_vi_24363037.mp3,Ai có duyên thì gặp bà chứ không tìm khách
common_voice_vi_27152894.mp3,Cùng lắm là Thảo ông Thần Tài
common_voice_vi_31450124.mp3,"Sáng ngày mai, tuổi mới thật bình an."
common_voice_vi_25092700.mp3,Quái quỷ sao nó lại vội như là ma đuổi thế chứ
common_voice_vi_25132316.mp3,thật à thế thì đúng rồi
common_voice_vi_23926810.mp3,Cánh cửa phòng mở ra
common_voice_vi_42787933.mp3,Ngồi ăn chơi anh! Mời anh ăn cho vui
common_voice_vi_25157829.mp3,Ra đến chỗ để xe thì Phương chép miệng
common_voice_vi_24425696.mp3,thì chủ nhân của Kuman sẽ có một câu thần chú
common_voice_vi_25226495.mp3,Mỗi khi ra về
common_voice_vi_24171758.mp3,Lập tức có tiếng trả lời
common_voice_vi_40191803.mp3,Anh chàng kia phải rồ máy xe
common_voice_vi_28370456.mp3,Tiếng rơi quay quắt rã rời
common_voice_vi_25950280.mp3,Người lữ khách lan man đầy bối rối
common_voice_vi_24388764.mp3,Mẹ gạt phần cơm
common_voice_vi_24455888.mp3,Dứt lời Hà mở cửa bước ra bên ngoài
common_voice_vi_31450155.mp3,Như mơ về mẹ
common_voice_vi_21833315.mp3,Cô ngượng ngùng nhìn phong
common_voice_vi_24363083.mp3,Tôi nhớ lời người đã bảo tôi
common_voice_vi_24125485.mp3,Thảo quyết định không quay lại
common_voice_vi_24226620.mp3,Con ơi con khổ quá
common_voice_vi_28551807.mp3,Tháng mười thu rải lối đi
common_voice_vi_42788888.mp3,"Khi bị bệnh cao mạch máu, phải ăn cử thịt"
common_voice_vi_23988651.mp3,Cậu bạn liền trả lời
common_voice_vi_23926752.mp3,Âm nhạc
common_voice_vi_36966197.mp3,Bố em nhìn đồng hồ lúc ấy là hơn mười hai giờ
common_voice_vi_25158270.mp3,Cô ngừng lại không dám nói tiếp
common_voice_vi_42788394.mp3,Chịu đựng Những cái trò tinh nghịch của nó
common_voice_vi_26979542.mp3,Chút sắc vàng óng ả chẳng còn đâu!
common_voice_vi_31450107.mp3,Tóc mẹ bạc trắng
common_voice_vi_24358776.mp3,Điều này càng làm cho Trinh cảm thấy khao khát hơn
common_voice_vi_42788420.mp3,Cô liền rên lên khe khẽ
common_voice_vi_24121916.mp3,Nó lại lủi thủi đi về nhà
common_voice_vi_24331626.mp3,Mẹ Thảo liền Nói ngay
common_voice_vi_27716267.mp3,Nỗi buồn về trên những bước chân êm
common_voice_vi_24152648.mp3,Đóng cửa sổ hành lang lại cẩn thận
common_voice_vi_24280770.mp3,Quân không thấy gì cả
common_voice_vi_25132651.mp3,Mọi thứ nước trong nhà đều dựa vào con sông ngay sau bản
common_voice_vi_23392987.mp3,Gió thổi từng cơn làm tán lá khẽ đung đưa
common_voice_vi_24012800.mp3,Lúc nửa đêm tự nhiên cửa bị bật ra
common_voice_vi_24274362.mp3,Chỉ đưa mắt nhìn qua khách lạ vào quán
common_voice_vi_25267850.mp3,em và mấy cô người nhà của thảo ngồi xung quanh
common_voice_vi_23925108.mp3,Sao như vậy được
common_voice_vi_23932955.mp3,chúa lòng lành
common_voice_vi_42788417.mp3,Vết thương coi bộ là không có nhẹ đâu
common_voice_vi_24012774.mp3,đang nhớ lại chuyện cũ
common_voice_vi_24425881.mp3,"Thơ, văn, tuyển tập"
common_voice_vi_24106519.mp3,tôi ghét anh thằng tồi
common_voice_vi_23078768.mp3,viêt nam cố lên
common_voice_vi_25132910.mp3,Là Hà đã thấy ngôi nhà này có gì đó không ổn
common_voice_vi_27709940.mp3,Mỗi người một công việc
common_voice_vi_24125634.mp3,Trinh Cười rồi nói
common_voice_vi_24362907.mp3,Nhìn nó đáng sợ lắm
common_voice_vi_23690373.mp3,Na ngoan của mẹ
common_voice_vi_23380405.mp3,Đến bố mẹ còn chẳng nhận ra cháu ạ
common_voice_vi_24106352.mp3,ở một số đền thờ và chùa ở Việt Nam
common_voice_vi_24172612.mp3,Nên muộn mới xong
common_voice_vi_42788785.mp3,Phải
common_voice_vi_25132895.mp3,Như vậy là sao
common_voice_vi_23734632.mp3,Tôi muốn mùi thơm của nước hoa
common_voice_vi_42787967.mp3,lại thấy thương tình nên mới mở lời giúp đỡ
common_voice_vi_24088085.mp3,Ơi mẹ... Mẹ ơi!
common_voice_vi_42788015.mp3,Dường như con bé vừa trải qua một điều gì đó khủng khiếp lắm
common_voice_vi_24425842.mp3,Chắc là gió thổi mạnh nên là mày lạnh đấy
common_voice_vi_24388606.mp3,bà ấylắc đầu nói
common_voice_vi_24362805.mp3,à không Không có gì
common_voice_vi_25226551.mp3,Chinh không còn sợ chết nữa
common_voice_vi_23078834.mp3,Cái Thảo nó đi rồi
common_voice_vi_24106395.mp3,Sợ nếu bé không thoát được sẽ thành âm binh
common_voice_vi_24425947.mp3,Có điều là thấy không gọi cho được chuyện gì
common_voice_vi_42788080.mp3,bà ấy liền nói
common_voice_vi_24398393.mp3,vậy bà cho tôi biết chuyện gì đã xảy ra được không
common_voice_vi_24012783.mp3,Chưa kể đến việc nó đã trở nên mạnh hơn trước
common_voice_vi_21882263.mp3,nô en vui vẻ
common_voice_vi_24125466.mp3,Ảnh hưởng của Hồ Chí Minh ở Việt Nam ngày nay
common_voice_vi_24125685.mp3,Khi đến đây tất cả chỉ là đống hoang tàn
common_voice_vi_24425844.mp3,"Có ba chiếc giường, bàn ghế tất cả đều rất đầy đủ"
common_voice_vi_42788247.mp3,Vậy là Trinh đã nuôi được kuman khoảng một năm rưỡi
common_voice_vi_24440201.mp3,"Xấu hay làm tốt, dốt hay nói chữ"
common_voice_vi_25301735.mp3,Thực sự thì chúng tôi có đi xem thầy rồi
common_voice_vi_25154582.mp3,Giờ còn ma quỷ ám cái gì nữa
common_voice_vi_24142096.mp3,Bà chị em chết lúc nhỏ mà thiêng lắm
common_voice_vi_23930733.mp3,Một lần nữa ngơ ngác nhìn xung quanh rồi lẩm bẩm
common_voice_vi_25154483.mp3,Để cho anh tới dạt dào bên Em
common_voice_vi_23926868.mp3,Những chuyện đó Trinh không hề biết
common_voice_vi_23933011.mp3,Không chỉ có như vậy
common_voice_vi_24125462.mp3,Người nhà tao nói thế cho nên là lập miếu để thờ
common_voice_vi_23745303.mp3,con bé còn thông minh nhanh nhẹn hơn trước đúng không
common_voice_vi_24362991.mp3,Tuổi theo mùa đi mãi
common_voice_vi_25226158.mp3,Thơ tình ngày không anh
common_voice_vi_25261158.mp3,gọi một hồi xong em không nghe thấy tiếng gọi đâu nữa
common_voice_vi_24358659.mp3,sự sống
common_voice_vi_24122582.mp3,Con đây
common_voice_vi_24470401.mp3,hơn nữa bà ấy cũng có nói lấy tiền của nhà mình đâu
common_voice_vi_23926699.mp3,Vẫn là cái thảo đang đứng ở đó
common_voice_vi_24358790.mp3,Song trai ra hiệu cho trinh cần phải bình tĩnh song trai liền nói
common_voice_vi_23733702.mp3,"Nó kìa, nó kìa"
common_voice_vi_24467875.mp3,Sau khi làm xong
common_voice_vi_25132898.mp3,Tôi nghe xong thì cảm ơn rối rít
common_voice_vi_24125745.mp3,Một ngày mưa to
common_voice_vi_24363007.mp3,Dù là đang thủ dâm
common_voice_vi_27640048.mp3,Cô gái dương mắt nhìn khách như không hiểu
common_voice_vi_42723064.mp3,Mẹ ơi em an
common_voice_vi_24142472.mp3,Phút gần gũi cũng như giờ chia biệt
common_voice_vi_24358775.mp3,Quan trọng là mọi người phải đồng tâm
common_voice_vi_23926800.mp3,Đúng là chúng ta đã đi xem thầy rồi
common_voice_vi_24388674.mp3,Phương liền nói bằng giọng hốt hoảng
common_voice_vi_23848898.mp3,Tất cả đều nhìn xung quanh phòng nhưng không thấy gì cả
common_voice_vi_25226113.mp3,Từng ngày từng ngày
common_voice_vi_25245131.mp3,Nhanh như cắt
common_voice_vi_42788777.mp3,Rồi quay người đi thẳng
common_voice_vi_23936361.mp3,Uổng công tao coi Mày là bạn thân
common_voice_vi_25226444.mp3,Con chịu khó cầm cái viên đá này cho mẹ yên tâm
common_voice_vi_25722012.mp3,Bao tháng mười anh vẫn còn nhớ mãi
common_voice_vi_42788246.mp3,Ông Khanh dậy muộn nhất
common_voice_vi_42788696.mp3,Hết thật rồi Cậu giỏi quá
common_voice_vi_24162788.mp3,vậy bọn tao đi trước nhé hôm lại ngồi
common_voice_vi_23848896.mp3,Quan trọng hơn
common_voice_vi_24455845.mp3,là bà ấy cũng về cản không cho đi
common_voice_vi_24298868.mp3,Na ngoan lắm
common_voice_vi_24125775.mp3,Tôi sẽ cố gắng tìm hiểu xem con quỷ đó là ai
common_voice_vi_25226578.mp3,Xa mặt cách lòng
common_voice_vi_25112243.mp3,Cùng bạn đùa vui.
common_voice_vi_24396559.mp3,Mơ màng như thật mà không biết đâu mà lần cả
common_voice_vi_23380409.mp3,Để cùng tiến tới
common_voice_vi_25225931.mp3,Chị nghĩ rằng thà cho tên trộm lấy hết đồ đạc cũng được
common_voice_vi_25226325.mp3,Thế này phải tìm thầy Cao tay hơn
common_voice_vi_25226521.mp3,Cây cối xanh tươi
common_voice_vi_37865602.mp3,Danh hiệu
common_voice_vi_24388781.mp3,Được rồi mày không thích tao nhìn mặt thì tao đi về đây
common_voice_vi_24174284.mp3,Phương liền trả lời
common_voice_vi_23392040.mp3,thầy bảo là có cái chuyện gì đâu
common_voice_vi_25721785.mp3,Giai điệu tình xót xa chiều thu trắng
common_voice_vi_24125746.mp3,Chăm sóc kuman Càng tốt càng hiệu quả
common_voice_vi_40249395.mp3,thật đấy bác ạ
common_voice_vi_24280827.mp3,Bố con thấy cái gì đâu
common_voice_vi_21833255.mp3,Được rồi anh nghỉ ngơi rồi sẽ nhớ
common_voice_vi_27640100.mp3,Dòng thơ mãi vẫn còn hoài dang dở
common_voice_vi_25132175.mp3,Some trai liền thắc mắc
common_voice_vi_23930782.mp3,Để cho tình đẹp đẹp hơn
common_voice_vi_24162174.mp3,Sau đó Phương chị về phía trước miệng không ngừng hét
common_voice_vi_42788447.mp3,Tháng mười về
common_voice_vi_23933003.mp3,Qua những cái cây cổ thụ
common_voice_vi_24358642.mp3,Chết ngày trước mặt con thanh nhà tôi
common_voice_vi_23988508.mp3,Nghe xong tất cả đều đứng lên gỡ trại
common_voice_vi_24106552.mp3,cái việc này là phải nhất tâm
common_voice_vi_24122376.mp3,Ta thấy có những người mặc đồ tây
common_voice_vi_42788006.mp3,Mẹ ơi em an
common_voice_vi_38569201.mp3,Nói rằng mười hai giờ đêm nay
common_voice_vi_24362780.mp3,Chị là ai
common_voice_vi_24362937.mp3,bảo nó đây là viên đá thần kỳ
common_voice_vi_24173167.mp3,Bỗng nhiên có một tiếng nói thì thầm vào tai của Trinh
common_voice_vi_24280776.mp3,Chạy sang đến nơi chinh hét lớn
common_voice_vi_23989311.mp3,Ngay lập tức chinh bắt máy rồi nói
common_voice_vi_24012797.mp3,Đang khẽ vuốt ve chiếc lọ thủy tinh một cách ân cần
